Yield
0.0001355129116323146
0.00012366737739872067
2.1192737597725654e-05
5.547354802179578e-05
2.538685022506515e-05
7.508415839848377e-05
9.18484500355366e-05
1.8429157450841034e-05
1.171631021085051e-05
2.767116796967543e-05
0.0001443378346363421
0.00013492063492063494
3.664218588012319e-05
8.283259028666193e-05
8.517347581141909e-05
4.3151589007344235e-05
7.592987443733713e-05
7.67590618336887e-05
4.9751243781094526e-05
0.00014976139710968966
3.9394862402274345e-05
2.8603847950722578e-05
3.8879675716654815e-05
1.7640734044065386e-05
2.7610863444681356e-05
4.1912287325278365e-05
9.00260601753139e-05
8.691237687751717e-05
1.46783811419095e-05
3.357951442786069e-05
0.0004633972992181947
0.00010144764899312959
5.6858564321250885e-06
4.6745439469320066e-05
1.900550158730159e-05
9.371133759772564e-06
4.0748637763563135e-05
9.429045249940772e-05
0.00022617863065624262
0.0008756218905472637
3.506278133143804e-05
8.941686126510304e-05
2.8034431035299693e-05
0.0001351338545368396
7.691700227434256e-05
2.438786458185264e-05
0.0004590838908789386
3.3522861881070835e-05
3.5019706657190234e-05
1.934770589907605e-05
0.00017199715707178392
5.535095095948827e-06
0.0005708730566216536
0.0008869936034115138
1.915028036010424e-05
2.606017531390666e-05
0.0006493985103056147
8.628536507936508e-06
7.158347457948354e-05
5.9738899502487567e-05
4.74914803127221e-05
2.942957171286425e-05
2.6133880881307745e-05
1.878701729447998e-05
0.00013516665756929636
3.695806680881308e-05
7.255389718076285e-05
6.0044604548685136e-05
0.00020959385268893625
0.0006042999289267946
3.2634446813551286e-05
0.0002802835638474295
0.00011182184316512673
0.0004578406668088131
0.00032741056621653637
2.609662312248282e-05
3.1181958682776595e-05
3.234212959014452e-05
2.1637842549158968e-05
7.865434731106372e-05
3.415462369106846e-05
9.442206955697701e-05
1.824212271973466e-05
0.0001781094527363184
2.5260601753139063e-05
1.9545131485429993e-05
1.719294683724236e-05
3.67211561241412e-05
3.800871419095001e-05
1.6380681639421938e-05
1.5636105188343994e-05
6.712469400615969e-05
4.4479981047145226e-05
1.388888888888889e-05
3.458895996209429e-05
0.00014894278606965175
6.278133143804786e-05
0.00434718637384506
3.790570954750059e-05
3.7431888178156837e-05
5.2172997441364605e-05
3.4411276948590376e-05
1.4096185737976782e-05
9.574350471452263e-05
0.00011812731215351811
0.002360353620469083
9.070294764273868e-06
6.676573840322198e-05
1.9216088888888888e-05
0.0001303008765695333
4.177525074626865e-05
2.369106846718787e-05
3.954254702677091e-05
0.00013719760985548448
6.443970623075101e-05
3.9963091826581376e-05
5.9613747832267235e-05
3.8210308978914945e-05
0.0003598673300165837
0.0002524175658374793
2.8730804832977967e-05
0.0023839137645107794
8.484363894811657e-06
3.206191267472163e-05
1.707449149490642e-05
2.6533996683250415e-05
5.715470267709074e-05
8.327410566216537e-05
1.9616204690831555e-05
6.677371518597489e-05
9.950248756218904e-06
0.0006345652688936271
2.7606329258469556e-05
5.242187330016584e-05
4.0613260222696045e-05
4.251757085998578e-05
0.0006486439057095475
0.00011353172030324567
6.039975560293769e-05
2.7481639421937927e-05
0.0012936320900260602
0.000310217619379294
4.121298270552002e-05
7.071783937455579e-05
3.261470424070125e-05
0.00010289820739161337
3.778725420516465e-05
3.0324567638000473e-05
0.00029850746268656717
4.615020137408197e-05
3.727394773750296e-05
4.601641653636579e-05
3.312907789623312e-05
3.3476509784411275e-05
0.0006964795072257759
8.393407107320539e-06
3.668731172707889e-05
4.1722603932717364e-05
2.57614618336887e-05
3.4957487704335465e-05
5.010660980810235e-05
0.00039217446600331673
6.997480132669982e-05
3.5536602700781806e-05
2.6533996683250415e-05
2.7600094764273868e-05
0.0002087775408670931
3.843875858801232e-05
6.586117033878228e-05
0.00028760957119166073
0.00016391963089315326
4.969859696754324e-05
3.423697839374556e-05
2.416488983653163e-05
0.00010841032930585169
6.788402312248283e-05
3.200116631130064e-05
0.28646704368633025
0.0031029524994077235
0.00012815045652688934
0.00010952380952380952
5.200189528547737e-05
3.854481743662639e-05
0.0
3.26429078891258e-05
4.453920871831319e-05
0.00026885414200426437
6.225032470978442e-05
2.185045467898602e-05
3.312442117981521e-05
2.768893627102582e-05
0.001007818052594172
3.582089552238806e-05
1.861441094527363e-05
4.643449419568822e-05
0.0022140724946695094
0.0006531524572376214
6.738134721629945e-05
0.00018842296455816155
2.369106846718787e-05
0.00010062781331438047
2.0332201421464107e-05
4.151859748874674e-05
0.0001349714015162284
0.0003951670220326937
6.768876706941483e-05
0.002611229566453447
7.13890863302535e-05
3.2693674484719257e-05
8.535102264866146e-05
1.5203485666903578e-05
2.7639579862591802e-05
8.607754877990997e-05
5.414198848614073e-05
8.448599493011135e-05
2.6762132906894097e-05
9.181605202558636e-05
5.739161336176261e-05
6.088604596067282e-05
0.00014817447154702676
3.1746031746031745e-05
3.050883150912106e-05
1.077943615257048e-05
4.7855958303719495e-05
0.0015569612257758825
5.308859431414357e-05
8.731850935797204e-06
3.822159047619048e-05
5.543710021321961e-05
2.4780857616678513e-05
3.7431888178156837e-05
1.9742557071783937e-05
0.00014214641080312722
4.443391509121061e-05
1.7952565221511488e-05
7.859511963989576e-05
7.987274532101398e-06
4.635552395167022e-05
0.0005042188325041459
4.74914803127221e-05
0.00012327717157071784
1.171631021085051e-05
4.504264392324094e-05
3.630656242596541e-05
0.00017088367685382612
7.266389144752428e-05
2.750951125325752e-05
8.142437990997393e-05
0.002277185501066098
0.00015200781805259415
3.035966552949538e-05
3.932717365553186e-05
5.076469504856669e-05
0.0005627462951907131
0.000794024863302535
0.00013285222241175075
6.633499170812603e-05
0.00021085050935797204
2.5238884956171522e-05
0.0021083697161809996
9.973939824686093e-05
9.373766088604595e-05
0.0018902176488983654
1.68469820421701e-05
2.2459132906894098e-05
7.687751717602464e-05
2.5349443259891022e-05
7.719168135512911e-05
2.4401800521203507e-05
3.670293224354418e-05
4.711138185264155e-05
1.9494364889836533e-05
1.9590062828713576e-05
3.9814532764747685e-05
0.616147253257522
4.868514570007107e-05
0.00012808971016346836
0.00021721325344705047
0.00011536422198531152
0.00013869699123430465
3.99062886519782e-05
0.00053563683392561
6.639421937929402e-05
0.00013273767216299455
1.5339966832504146e-05
3.369119317697228e-05
5.306799336650083e-05
6.994129879175551e-05
0.00010045013030087658
3.849798625918029e-05
0.00011458580113717129
3.7431888178156837e-05
0.00037716180999763086
0.0005685856432125089
8.907841743662638e-05
4.66714048803601e-05
4.437197763563137e-05
2.707550679933665e-05
1.1314854299928927e-05
2.1985311537550345e-05
5.943073745557925e-05
1.533366600331675e-05
1.279317697228145e-05
6.675414138829661e-05
2.5615967780146885e-05
9.595793925610044e-05
0.00011082155361288794
0.00012848456133617624
5.4549945321013975e-05
4.738213693437574e-05
3.932717365553186e-05
5.709547500592277e-05
1.1371712864250177e-05
5.041459369817579e-05
1.579404562899787e-05
2.8319938782279078e-05
6.526265913290689e-05
0.0002042170101871594
0.00031001455309168443
0.00042643923240938164
7.657682283819e-05
0.00012099092698412698
4.7571665482113245e-05
0.000368727789623312
1.4788214309405356e-05
5.895691608623549e-05
0.0002072693013503909
2.345415778251599e-05
0.00013540761800521204
0.00010525603274105662
6.408949045249942e-05
4.738213693437574e-05
0.00035339784591329067
9.36135648424544e-05
